7368
774	!	16
4054	!!	6
5613	!!!!」	1
6769	!!"	1
6770	!!"」	1
6771	!!″」【	1
4076	!!」	2
3427	!!（	1
6645	!(	1
2686	!?	22
5640	!?″	1
3931	!?」	5
3932	!?」「	1
2475	!?【	1
4416	!“	1
3553	!”	1
5061	!「	1
3153	!」	11
3317	!」（	2
5029	!』	1
382	"	52
5229	"「	1
5106	#	1
3269	%	5
3270	%、「	1
5126	%）	1
482	%：	1
490	&	19
652	'	8
1207	'(*	1
3	(	150
1740	(#^.^#)	2
2211	(*^	1
1204	(*^▽^*)	1
1666	(*´∀｀)	1
1121	(*´∀｀*)	2
3947	(@	1
2811	(^	1
1122	(^_-)-☆	1
2009	(´▽｀)	1
299	(「	1
4	)	89
6829	)(	1
6855	),	1
4974	)-	1
4975	)-／	1
3570	)/	1
3428	)━━━━	1
6515	)、	2
5958	)「	1
1778	)」	11
6490	)」(	2
4552	)」、	1
6458	)」【	3
6160	)『	1
5205	)』	1
2137	)【	1
5120	)／	2
4330	)｜“	1
289	*	9
1208	*)'	1
1209	*:.	1
5096	*「	1
1210	*」	1
1966	+	7
3304	+)	1
4314	+」	2
4313	+』	1
195	,	73
29	-	417
2664	--	1
6463	---	2
1724	-------------------------	2
6114	-」	1
6115	-」、	1
641	-』	5
6448	-［	1
127	.	168
1211	..	1
3337	...	1
2527	......	2
1212	.:*	1
5314	.”	1
4178	.」	4
4372	.＋	1
58	/	85
451	0	53
3790	00	4
1725	000	3
6741	001	1
2724	003	2
3599	0048	1
732	007	4
1841	01	13
6659	013	1
1834	02	2
1446	03	1
1565	04	7
1379	042	1
1483	05	5
5998	050	2
6473	06	10
6440	07	7
3046	08	6
2907	09	10
5	1	332
2939	10	3
3082	100	2
4189	1000	3
2282	101	4
1771	102	2
1651	1025	1
1461	103	3
1577	104	1
6600	106	1
3123	1080	1
762	110	2
529	116	1
5102	12	3
6539	124	1
2177	1250	1
6470	128	1
5629	13	3
2190	1300	1
1948	14	1
1551	150	2
5644	17	1
6344	170	1
5816	18	1
2349	180	1
5829	187	1
487	1911	1
513	1984	1
6808	199	1
20	2	346
3824	200	1
944	2000	1
6918	201	1
4538	2011	5
4887	2012	1
5513	2014	1
3338	2020	1
4373	207	1
6537	21	1
1561	210	1
986	2199	1
5558	23	1
3255	24	1
4195	25	2
4187	2600	1
6306	29	2
21	3	321
6307	30	1
1453	300	3
1877	3000	2
3575	32	1
6531	320	1
2140	33	1
3765	333	1
3904	3400	1
6685	35	1
6691	3600	3
84	4	218
2960	40	6
2731	4130	1
3483	45	1
1472	450	2
499	46	7
593	48	13
234	5	186
6773	500	2
2961	5000	2
1829	520	1
3796	53	1
1272	540	1
1701	560	1
6849	570	1
1819	575	1
6449	5800	1
71	6	108
2391	60	2
3821	61	1
1840	630	1
2004	640	1
1417	660	2
1222	670	2
1390	680	3
30	7	136
2989	70	2
6686	700	2
1643	716	1
2141	75	1
6527	76	1
1308	77	7
2027	7750	1
2042	7850	1
2043	7870	1
2068	79	1
4508	790	1
2300	7970	1
0	8	105
2506	80	1
6674	82	2
1216	830	1
2232	84	1
4287	86	1
156	9	60
3910	90	3
2859	9200	1
2538	980	1
3271	99	2
6452	9900	4
538	:	21
