1770
42	(	303
43	)	277
58	-	227
66	20	320
112	35	214
32	6	287
44	7	237
45	8	277
12	9	221
104	あと	202
0	いける	266
101	うち	234
13	かける	231
14	ここ	335
46	すぎる	252
1	そこ	220
2	ちゃう	289
105	つく	209
78	つける	217
110	はず	229
97	みたい	308
15	みんな	223
16	もらう	288
116	よる	223
17	わかる	325
18	わけ	306
120	オフィスエムツー	273
19	コメント	275
79	サッカー	285
47	スポーツ	203
33	チーム	277
20	ネット	223
21	ファン	265
3	プロ	229
71	一番	322
90	一緒	283
34	世界	291
67	二	317
48	人気	237
81	人生	203
95	今回	282
22	今年	296
35	他	236
118	代	321
59	以上	347
111	会	206
115	会社	313
49	伝える	212
96	位	205
84	使う	272
36	僕	238
60	先	248
50	入れる	218
87	内	201
68	出す	261
37	分	319
74	分かる	281
51	力	285
114	友人	226
119	友達	231
91	受ける	219
4	問題	252
23	回	283
5	場合	318
117	増える	228
24	声	313
61	変わる	276
72	大切	226
107	始める	220
86	子	235
106	存在	202
62	家	326
6	彼	346
99	心	314
69	必要	267
88	性	296
113	恋愛	268
25	意味	219
82	感	241
38	感じ	280
39	戦	353
109	手	262
83	数	240
40	明かす	260
75	昨年	206
52	時代	305
89	最初	200
41	最後	259
63	最近	319
108	本	211
26	来る	200
27	様子	214
7	氏	307
92	決める	215
70	注目	214
8	深夜	201
80	点	216
53	現在	303
54	理由	290
100	生活	306
64	男	308
9	番組	331
55	監督	244
102	紹介	262
65	終わる	202
56	経験	271
57	結果	323
76	続く	221
28	続ける	343
29	自身	289
85	見える	200
73	見せる	232
30	言葉	292
31	話題	280
93	誰	329
10	違う	283
11	野球	216
94	間	218
77	関連	271
103	頃	269
98	顔	210
